FID	IID	PRS
ID_235	ID_235	0.000487884
ID_236	ID_236	3.95006e-05
ID_237	ID_237	0.00019317
ID_238	ID_238	0.00167704
ID_239	ID_239	0.00062199
ID_240	ID_240	3.25596e-05
ID_241	ID_241	0.000517217
ID_242	ID_242	-0.000902603
ID_243	ID_243	-0.00136335
ID_244	ID_244	-0.000454986
ID_245	ID_245	0.000720523
ID_246	ID_246	-0.000304291
ID_247	ID_247	0.000667733
ID_248	ID_248	-0.000988367
ID_249	ID_249	0.00184819
ID_250	ID_250	0.0028203
ID_251	ID_251	0.0011333
ID_252	ID_252	-0.00065594
ID_253	ID_253	0.000555348
ID_254	ID_254	0.00024877
ID_255	ID_255	2.21984e-05
ID_256	ID_256	-0.00167013
ID_257	ID_257	-0.000272224
ID_258	ID_258	0.000828471
ID_259	ID_259	-0.000721333
ID_260	ID_260	0.000107179
ID_261	ID_261	2.84198e-05
ID_262	ID_262	-0.000501487
ID_263	ID_263	-0.00145008
ID_264	ID_264	-0.000778797
ID_265	ID_265	0.000701794
ID_266	ID_266	-0.00175428
ID_267	ID_267	0.00112118
ID_268	ID_268	-1.3678e-05
ID_269	ID_269	0.00104215
ID_270	ID_270	0.00100997
ID_271	ID_271	0.00153926
ID_272	ID_272	0.000263877
ID_273	ID_273	-0.000300112
ID_274	ID_274	-0.000122825
ID_275	ID_275	0.000820426
ID_276	ID_276	-0.00040583
ID_277	ID_277	-0.000463452
ID_278	ID_278	0.000486552
ID_279	ID_279	0.00124174
ID_280	ID_280	0.000475081
ID_281	ID_281	0.00050193
ID_282	ID_282	0.00108527
ID_283	ID_283	-0.00104185
ID_284	ID_284	0.000605478
ID_285	ID_285	9.95703e-05
ID_286	ID_286	-0.00137611
ID_287	ID_287	7.24695e-05
ID_288	ID_288	2.34374e-06
ID_289	ID_289	-1.76076e-05
ID_290	ID_290	0.000696422
ID_291	ID_291	0.000755948
ID_292	ID_292	0.00184527
ID_293	ID_293	0.00270704
ID_294	ID_294	-0.000354029
ID_295	ID_295	-0.000355196
ID_296	ID_296	-0.00055311
ID_297	ID_297	-0.000334649
ID_298	ID_298	-0.000669866
ID_299	ID_299	0.00172134
ID_300	ID_300	0.000406444
ID_301	ID_301	0.000452508
ID_302	ID_302	0.00106897
ID_303	ID_303	-0.0023571
ID_304	ID_304	-0.0010411
ID_305	ID_305	0.000348189
ID_306	ID_306	-0.000816614
ID_307	ID_307	0.000225764
ID_308	ID_308	0.000964693
ID_309	ID_309	-0.000636817
ID_310	ID_310	-0.00175363
ID_311	ID_311	0.000930014
ID_312	ID_312	-0.00113697
ID_313	ID_313	-3.60172e-05
ID_314	ID_314	0.00140302
ID_315	ID_315	-0.00103392
ID_316	ID_316	-8.47065e-05
ID_317	ID_317	1.95392e-05
ID_318	ID_318	0.00072093
ID_319	ID_319	0.000766359
ID_320	ID_320	0.000565442
ID_321	ID_321	0.000569669
ID_322	ID_322	-0.000351684
ID_323	ID_323	0.00137496
ID_324	ID_324	0.00118991
ID_325	ID_325	0.000784598
ID_326	ID_326	0.00172409
ID_327	ID_327	0.00205921
ID_328	ID_328	0.0012536
ID_329	ID_329	-0.000255608
ID_330	ID_330	2.52942e-05
ID_331	ID_331	-0.000430892
ID_332	ID_332	0.000498006
ID_333	ID_333	0.00102792
ID_334	ID_334	-0.00046995
ID_335	ID_335	0.000418024
ID_336	ID_336	-0.00168218
ID_337	ID_337	-0.000416907
ID_338	ID_338	-0.000145247
ID_339	ID_339	-0.000371478
ID_340	ID_340	-0.000294224
ID_341	ID_341	-0.000494556
ID_342	ID_342	0.00183657
ID_343	ID_343	-0.000708989
ID_344	ID_344	0.00127551
ID_345	ID_345	0.000282134
ID_346	ID_346	-0.000227968
ID_347	ID_347	0.00124499
ID_348	ID_348	-0.000890232
ID_349	ID_349	0.000616927
ID_350	ID_350	0.000912984
ID_351	ID_351	0.000213176
ID_352	ID_352	-0.000622755
ID_353	ID_353	0.000315265
ID_354	ID_354	0.000978786
ID_355	ID_355	-0.00125758
ID_356	ID_356	0.000614395
ID_357	ID_357	-0.000595044
ID_358	ID_358	0.00058115
ID_359	ID_359	-0.00101485
ID_360	ID_360	-0.000105886
ID_361	ID_361	0.000517327
ID_362	ID_362	0.000120791
ID_363	ID_363	-0.00024838
ID_364	ID_364	0.000112389
ID_365	ID_365	-0.00140088
ID_366	ID_366	-0.00080434
ID_367	ID_367	0.000360147
ID_368	ID_368	0.000467037
ID_369	ID_369	0.000438787
ID_370	ID_370	0.0013785
ID_371	ID_371	-0.00101758
ID_372	ID_372	0.00112014
ID_373	ID_373	0.000529587
ID_374	ID_374	-0.000637142
ID_375	ID_375	0.000704511
ID_376	ID_376	-0.000385987
ID_377	ID_377	0.000540924
ID_378	ID_378	0.00132206
ID_379	ID_379	0.000844874
ID_380	ID_380	-0.000855637
ID_381	ID_381	-0.000966837
ID_382	ID_382	-0.000277709
ID_383	ID_383	0.00152321
ID_384	ID_384	0.001398
ID_385	ID_385	-0.000384244
ID_386	ID_386	-0.000358338
ID_387	ID_387	3.22101e-05
ID_388	ID_388	0.00068014
ID_389	ID_389	-0.000428261
ID_390	ID_390	0.0012165
ID_391	ID_391	0.000835071
ID_392	ID_392	-0.00144136
ID_393	ID_393	-0.000164341
ID_394	ID_394	0.000413874
ID_395	ID_395	-0.000570361
ID_396	ID_396	-0.000933762
ID_397	ID_397	0.000118634
ID_398	ID_398	-0.000139234
ID_399	ID_399	0.00165797
ID_400	ID_400	-0.00121102
ID_401	ID_401	-0.00220129
ID_402	ID_402	3.8122e-05
ID_403	ID_403	0.000324196
ID_404	ID_404	0.00121522
ID_405	ID_405	0.00139434
ID_406	ID_406	-0.000141011
ID_407	ID_407	-0.000310688
ID_408	ID_408	-0.000402547
ID_409	ID_409	0.00184496
ID_410	ID_410	0.0010465
ID_411	ID_411	0.0017512
ID_412	ID_412	0.000560218
ID_413	ID_413	-0.000455887
ID_414	ID_414	-0.00180101
ID_415	ID_415	-0.00145225
ID_416	ID_416	0.000342718
ID_417	ID_417	2.64464e-05
ID_418	ID_418	0.000908115
ID_419	ID_419	0.00132798
ID_420	ID_420	-0.00041555
ID_421	ID_421	0.00100396
ID_422	ID_422	-0.000808053
ID_423	ID_423	0.000568508
ID_424	ID_424	-0.00117616
ID_425	ID_425	-0.000220534
ID_426	ID_426	-0.000999963
ID_427	ID_427	-0.000353747
ID_428	ID_428	-0.000460827
ID_429	ID_429	5.63757e-05
ID_430	ID_430	-0.00155344
ID_431	ID_431	0.0017466
ID_432	ID_432	0.00074288
ID_433	ID_433	-0.00149953
ID_434	ID_434	0.000389933
ID_435	ID_435	0.00131923
ID_436	ID_436	-0.000400259
ID_437	ID_437	-0.00106493
ID_438	ID_438	-0.000806678
ID_439	ID_439	6.42552e-05
ID_440	ID_440	0.000574795
ID_441	ID_441	-0.00120172
ID_442	ID_442	-2.19639e-05
ID_443	ID_443	-0.000843514
ID_444	ID_444	8.95739e-05
ID_445	ID_445	0.0013728
ID_446	ID_446	-0.000773283
ID_447	ID_447	-7.81684e-05
ID_448	ID_448	-0.000348795
ID_449	ID_449	-0.000158483
ID_450	ID_450	0.00284586
ID_451	ID_451	0.00136961
ID_452	ID_452	-0.000141158
ID_453	ID_453	-0.000789128
ID_454	ID_454	-0.000133714
ID_455	ID_455	0.00119919
ID_456	ID_456	0.00027543
ID_457	ID_457	0.00221864
ID_458	ID_458	-0.000605369
ID_459	ID_459	0.000742753
ID_460	ID_460	0.000656592
ID_461	ID_461	0.00222927
ID_462	ID_462	-0.00046853
ID_463	ID_463	0.000192685
ID_464	ID_464	0.000171054
ID_465	ID_465	-0.000218243
ID_466	ID_466	-0.00024176
ID_467	ID_467	-0.000433818
ID_468	ID_468	7.06135e-05
ID_469	ID_469	0.000380082
ID_470	ID_470	0.000365318
ID_471	ID_471	-0.00153209
ID_472	ID_472	0.00236683
ID_473	ID_473	-0.000523307
ID_474	ID_474	0.000931459
ID_475	ID_475	0.000364142
ID_476	ID_476	0.000312787
ID_477	ID_477	-0.000169692
ID_478	ID_478	-0.000470657
ID_479	ID_479	0.000184301
ID_480	ID_480	-0.00149905
ID_481	ID_481	-0.000310781
ID_482	ID_482	-0.000501978
ID_483	ID_483	-0.000493306
ID_484	ID_484	-0.000237812
ID_485	ID_485	-0.000587818
ID_486	ID_486	-0.000545969
ID_487	ID_487	0.00157485
ID_488	ID_488	0.00181343
ID_489	ID_489	-0.000355119
ID_490	ID_490	0.00143717
ID_491	ID_491	0.00162343
ID_492	ID_492	-0.000116846
ID_493	ID_493	0.000318755
ID_494	ID_494	0.000204279
ID_495	ID_495	-0.000449278
ID_496	ID_496	-0.00061344
ID_497	ID_497	0.00247023
ID_498	ID_498	0.00049608
ID_499	ID_499	0.00118582
ID_500	ID_500	-0.00139991
ID_501	ID_501	0.00121241
ID_502	ID_502	-0.00170669
ID_503	ID_503	-0.000267859
ID_504	ID_504	-0.000464857
ID_505	ID_505	0.000156219
ID_506	ID_506	-0.000293837
ID_507	ID_507	0.000613285
ID_508	ID_508	-0.000824406
ID_509	ID_509	5.1873e-06
ID_510	ID_510	0.001903
ID_511	ID_511	-0.00027728
ID_512	ID_512	0.0020973
ID_513	ID_513	-0.00135291
ID_514	ID_514	-0.000206905
ID_515	ID_515	0.00135075
ID_516	ID_516	-0.00133389
ID_517	ID_517	0.000443857
ID_518	ID_518	0.000701213
ID_519	ID_519	-0.000711107
ID_520	ID_520	-0.000278942
ID_521	ID_521	0.00131277
ID_522	ID_522	0.00068139
ID_523	ID_523	0.000356029
ID_524	ID_524	0.00146116
ID_525	ID_525	-0.00101891
ID_526	ID_526	0.00139541
ID_527	ID_527	0.000321156
ID_528	ID_528	-0.00198179
ID_529	ID_529	-0.00137151
ID_530	ID_530	-1.81998e-05
ID_531	ID_531	0.000451687
ID_532	ID_532	0.00126679
ID_533	ID_533	0.000682685
ID_534	ID_534	-0.00184119
ID_535	ID_535	-0.00156438
ID_536	ID_536	-0.000896636
ID_537	ID_537	-0.000234557
ID_538	ID_538	0.000784878
ID_539	ID_539	-0.000951886
ID_540	ID_540	0.000771659
ID_541	ID_541	0.00103526
ID_542	ID_542	-0.000440481
ID_543	ID_543	-0.000852378
ID_544	ID_544	-0.00123154
ID_545	ID_545	0.000105407
ID_546	ID_546	-0.00110597
ID_547	ID_547	6.13075e-05
ID_548	ID_548	-0.000290673
ID_549	ID_549	-0.00031161
ID_550	ID_550	0.000443435
ID_551	ID_551	-4.29088e-05
ID_552	ID_552	0.000231034
ID_553	ID_553	-0.000407665
ID_554	ID_554	-0.000731778
ID_555	ID_555	-0.00016271
ID_556	ID_556	0.00114166
ID_557	ID_557	-5.54994e-05
ID_558	ID_558	-0.000966462
ID_559	ID_559	-1.37137e-05
ID_560	ID_560	-0.000461056
ID_561	ID_561	0.000201327
ID_562	ID_562	0.00175842
ID_563	ID_563	0.0022955
ID_564	ID_564	-0.000438153
ID_565	ID_565	-1.26595e-05
ID_566	ID_566	-0.00113994
ID_567	ID_567	4.27422e-05
ID_568	ID_568	0.000740083
ID_569	ID_569	0.000439456
ID_570	ID_570	0.00169958
ID_571	ID_571	0.000746298
ID_572	ID_572	-0.00174757
ID_573	ID_573	-0.000444825
ID_574	ID_574	-0.000883999
ID_575	ID_575	0.00241474
ID_576	ID_576	-5.45186e-05
ID_577	ID_577	0.00073143
ID_578	ID_578	0.000205744
ID_579	ID_579	-0.000325835
ID_580	ID_580	-0.000617794
ID_581	ID_581	-0.000299349
ID_582	ID_582	-0.000277038
ID_583	ID_583	0.000988748
ID_584	ID_584	0.000103259
ID_585	ID_585	0.000413912
ID_586	ID_586	-0.000548083
ID_587	ID_587	0.000939542
ID_588	ID_588	-9.7056e-05
ID_589	ID_589	-0.000450248
ID_590	ID_590	0.00104233
ID_591	ID_591	-0.000200608
ID_592	ID_592	0.000108709
ID_593	ID_593	-0.000803833
ID_594	ID_594	0.00123515
ID_595	ID_595	0.000879569
ID_596	ID_596	0.00056573
ID_597	ID_597	0.00154595
ID_598	ID_598	0.000639168
ID_599	ID_599	0.000517085
ID_600	ID_600	0.00243313
ID_601	ID_601	0.00174514
ID_602	ID_602	0.000429928
ID_603	ID_603	8.59815e-05
ID_604	ID_604	-0.001315
ID_605	ID_605	0.00123931
ID_606	ID_606	-0.00174464
ID_607	ID_607	0.00137936
ID_608	ID_608	-0.00081869
ID_609	ID_609	0.000983151
ID_610	ID_610	0.00172436
ID_611	ID_611	-0.000190176
ID_612	ID_612	0.000179851
ID_613	ID_613	0.000347941
ID_614	ID_614	0.000327642
ID_615	ID_615	0.00039893
ID_616	ID_616	-3.40615e-05
ID_617	ID_617	-2.00664e-05
ID_618	ID_618	-0.000930385
ID_619	ID_619	-0.00075821
ID_620	ID_620	-0.0014656
ID_621	ID_621	0.000262233
ID_622	ID_622	-8.64629e-05
ID_623	ID_623	4.13996e-05
ID_624	ID_624	0.00110269
ID_625	ID_625	-0.00134937
ID_626	ID_626	-0.00143549
ID_627	ID_627	0.000539507
ID_628	ID_628	0.00057163
ID_629	ID_629	0.00238855
ID_630	ID_630	-0.00134879
ID_631	ID_631	-0.000750141
ID_632	ID_632	0.000183543
ID_633	ID_633	1.47421e-05
ID_634	ID_634	7.03511e-05
ID_635	ID_635	-0.000657802
ID_636	ID_636	1.11816e-05
ID_637	ID_637	-0.000371181
ID_638	ID_638	0.000283884
ID_639	ID_639	-0.000442189
ID_640	ID_640	-0.00128167
ID_641	ID_641	-0.000501153
ID_642	ID_642	0.000703132
ID_643	ID_643	0.00128395
ID_644	ID_644	-0.000114524
ID_645	ID_645	-0.00109611
ID_646	ID_646	-0.00163161
ID_647	ID_647	-0.000398919
ID_648	ID_648	0.000181506
ID_649	ID_649	0.00222631
ID_650	ID_650	0.00289884
ID_651	ID_651	0.00200374
ID_652	ID_652	-0.000375614
ID_653	ID_653	0.000607092
ID_654	ID_654	0.000754973
ID_655	ID_655	0.000687192
ID_656	ID_656	0.000447574
ID_657	ID_657	-6.29554e-05
ID_658	ID_658	-0.000482884
ID_659	ID_659	0.00030911
ID_660	ID_660	0.000654316
ID_661	ID_661	-0.000390458
ID_662	ID_662	0.00237483
ID_663	ID_663	-0.000284767
ID_664	ID_664	3.31756e-05
ID_665	ID_665	0.000279938
ID_666	ID_666	-0.000135496
ID_667	ID_667	0.00063972
ID_668	ID_668	0.00112445
ID_669	ID_669	0.000561064
ID_670	ID_670	-0.000546188
ID_671	ID_671	-0.00194501
ID_672	ID_672	0.00114478
ID_673	ID_673	0.00054053
ID_674	ID_674	-0.000643567
ID_675	ID_675	6.68614e-05
ID_676	ID_676	-0.000613889
ID_677	ID_677	-0.0011346
ID_678	ID_678	0.00135228
ID_679	ID_679	0.00070208
ID_680	ID_680	0.000869345
ID_681	ID_681	-0.000355391
ID_682	ID_682	4.18131e-05
ID_683	ID_683	-0.000426759
ID_684	ID_684	-0.000347772
ID_685	ID_685	-0.000530097
ID_686	ID_686	-0.000100091
ID_687	ID_687	-0.00178533
ID_688	ID_688	0.000700382
ID_689	ID_689	0.000284365
ID_690	ID_690	0.00111799
ID_691	ID_691	-0.000286512
ID_692	ID_692	0.000967341
ID_693	ID_693	-0.00098099
ID_694	ID_694	0.000812229
ID_695	ID_695	0.00176753
ID_696	ID_696	-0.000412367
ID_697	ID_697	0.00133389
ID_698	ID_698	-0.000775728
ID_699	ID_699	0.00111687
ID_700	ID_700	0.00024069
ID_701	ID_701	0.000702835
ID_702	ID_702	0.000482629
ID_703	ID_703	0.000192744
ID_704	ID_704	-0.00145889
ID_705	ID_705	-0.00112111
ID_706	ID_706	0.000878952
ID_707	ID_707	-0.000782471
ID_708	ID_708	0.000106158
ID_709	ID_709	0.00169522
ID_710	ID_710	0.000432789
ID_711	ID_711	9.35293e-05
ID_712	ID_712	0.000823947
ID_713	ID_713	-0.000427023
ID_714	ID_714	-0.00106468
ID_715	ID_715	-0.000756984
ID_716	ID_716	0.000363132
ID_717	ID_717	-0.000451726
ID_718	ID_718	-0.000100744
ID_719	ID_719	0.00031891
ID_720	ID_720	0.000199332
ID_721	ID_721	-0.000249181
ID_722	ID_722	0.000982517
ID_723	ID_723	-0.000990927
ID_724	ID_724	0.000791256
ID_725	ID_725	-0.00167032
ID_726	ID_726	-0.000854295
ID_727	ID_727	-0.00140816
ID_728	ID_728	0.00210596
ID_729	ID_729	-0.00062382
ID_730	ID_730	0.000716927
ID_731	ID_731	-0.000917571
ID_732	ID_732	0.000928178
ID_733	ID_733	0.000484124
ID_734	ID_734	0.00128283
ID_735	ID_735	-0.000402977
ID_736	ID_736	0.00117755
ID_737	ID_737	0.000790321
ID_738	ID_738	-0.000961742
ID_739	ID_739	0.00148469
ID_740	ID_740	0.00152796
ID_741	ID_741	-0.00135605
ID_742	ID_742	-0.00173866
ID_743	ID_743	0.000367942
ID_744	ID_744	0.000479033
ID_745	ID_745	-0.000380336
ID_746	ID_746	0.000506168
ID_747	ID_747	-0.000235078
ID_748	ID_748	-0.000317016
ID_749	ID_749	-0.00113372
ID_750	ID_750	0.000892941
ID_751	ID_751	-0.000586156
ID_752	ID_752	-0.000814434
ID_753	ID_753	0.000660916
ID_754	ID_754	-0.000142999
ID_755	ID_755	6.82359e-05
ID_756	ID_756	-0.000951191
ID_757	ID_757	0.000698345
ID_758	ID_758	-0.000707424
ID_759	ID_759	0.000228183
ID_760	ID_760	-0.000499578
ID_761	ID_761	-0.000536257
ID_762	ID_762	-5.35901e-05
ID_763	ID_763	-0.00138516
ID_764	ID_764	-0.000101533
ID_765	ID_765	0.00159657
ID_766	ID_766	-0.000787304
ID_767	ID_767	0.0019547
ID_768	ID_768	0.000434045
ID_769	ID_769	0.000927334
ID_770	ID_770	-0.000301934
ID_771	ID_771	0.000302114
ID_772	ID_772	-0.000671766
ID_773	ID_773	0.00111233
ID_774	ID_774	-0.000114534
ID_775	ID_775	-0.000773784
ID_776	ID_776	0.000411758
ID_777	ID_777	0.00132566
ID_778	ID_778	0.00047913
ID_779	ID_779	-0.00117801
ID_780	ID_780	0.000123564
ID_781	ID_781	-0.000627792
ID_782	ID_782	0.00095094
ID_783	ID_783	0.000319147
ID_784	ID_784	0.000111181
ID_785	ID_785	-0.00034542
ID_786	ID_786	-0.00045633
ID_787	ID_787	-0.00164935
ID_788	ID_788	-7.34501e-05
ID_789	ID_789	0.00161053
ID_790	ID_790	0.00160405
ID_791	ID_791	0.00134934
ID_792	ID_792	-7.04068e-06
ID_793	ID_793	0.000381263
ID_794	ID_794	5.68169e-05
ID_795	ID_795	5.09134e-05
ID_796	ID_796	9.02186e-05
ID_797	ID_797	-0.00120347
ID_798	ID_798	-0.000745818
ID_799	ID_799	0.000497583
ID_800	ID_800	0.000429229
ID_801	ID_801	-0.000338397
ID_802	ID_802	-0.000294916
ID_803	ID_803	-0.000589959
ID_804	ID_804	-0.000113033
ID_805	ID_805	-0.00112134
ID_806	ID_806	0.000133419
ID_807	ID_807	0.00312354
ID_808	ID_808	8.78126e-05
ID_809	ID_809	9.83822e-05
ID_810	ID_810	0.00132382
ID_811	ID_811	0.000356359
ID_812	ID_812	0.000532194
ID_813	ID_813	-0.000533004
ID_814	ID_814	-0.000587553
ID_815	ID_815	0.000481758
ID_816	ID_816	-0.00125335
ID_817	ID_817	0.000953385
ID_818	ID_818	0.000189241
ID_819	ID_819	0.000956783
ID_820	ID_820	0.00150236
ID_821	ID_821	-0.000838314
ID_822	ID_822	0.00078022
ID_823	ID_823	-0.000685941
ID_824	ID_824	-0.00014393
ID_825	ID_825	-0.000383672
ID_826	ID_826	-0.00038749
ID_827	ID_827	-0.00155917
ID_828	ID_828	0.000863661
ID_829	ID_829	-0.000710941
ID_830	ID_830	0.00138897
ID_831	ID_831	-0.000294989
ID_832	ID_832	0.00101044
ID_833	ID_833	-2.55467e-05
ID_834	ID_834	-0.000840101
ID_835	ID_835	-0.000572979
ID_836	ID_836	0.000133138
ID_837	ID_837	-0.00109189
ID_838	ID_838	0.000174625
ID_839	ID_839	0.000369308
